2,DISTRICT_NAME,FISCAL_YEAR,Member,Instruction,Pupil_Staff_Support,Admin,Operation_Other,Transportation_cost,Facility_cost,Food_comm_service_cost
4018,Oak Creek-Franklin,2020,6306,44602049.9,6292345.99,6270604.38,10571625.72,2821904.09,9190489.36,3198508.47
4025,Oakfield,2020,507,3505371.82,662690.34,877934.9,870453.52,222959.59,826949.34,638320.93
4060,Oconomowoc Area,2020,5627,40349321.37,6328332.01,5170128.78,10333484.9,2369024.84,8992126.26,2219519.07
4067,Oconto,2020,1058,8055480.45,1274354.16,1283441.24,1782108.78,487662.67,1299155.1,494839.82
4074,Oconto Falls,2020,1747,13625210.11,2018851.82,2102093.18,3733656.42,973986.37,820959.35,927423.49
4088,Omro,2020,1317,9662725.86,1181818.62,1415263.44,1930139.47,711559.5,1233728.76,716538.13
4095,Onalaska,2020,3012,22430198.87,3609545.29,2885345.69,5685057.07,1057772.55,1964961.32,1481648.98
4137,Oostburg,2020,986,6303237.67,996141.18,1194587.73,1367504.04,459999.86,2158181.92,460998.5
4144,Oregon,2020,3937,28756025.26,7080351.52,4187148.77,7366701.06,2222277.09,7412610.42,2244992.99
4165,Osceola,2020,1659,10424731.33,1546862.58,2042680.94,2557595.07,851257.75,4690266.49,1433881.95
4179,Oshkosh Area,2020,10125,82040330.4,14286440.66,7830478.72,17329067.48,3171054.58,5248929.88,5867153.67
4186,Osseo-Fairchild,2020,910,6758311.84,881839.51,942715.56,2143188.39,631335.35,1462361.12,687891.13
4207,Owen-Withee,2020,506,3983748.59,668085.6,801715.59,896295.08,434978.53,251458.9,351819.73
4221,Palmyra-Eagle Area,2020,986,7718489.41,730567.9,1052932.28,1673794.59,873495.45,1754135.85,258644.82
4228,Pardeeville Area,2020,860,6941557.35,750183.64,1037876.88,1339871.13,537890.34,990258.97,366588.07
4235,Paris J1,2020,173,1003683.66,244302.08,368672.7,374977.06,105096.01,0,89784.24
4151,Parkview,2020,821,6794275.5,1216018.51,857781.8,1363042.57,495279.36,1351482.52,375612.27
490,Pecatonica Area,2020,425,3812229.18,569583.76,799820.2,991374.35,287024.15,303581.82,361177.76
4270,Pepin Area,2020,266,2392000.66,352334.94,533908.18,754803.92,222983.33,0,221634.07
4305,Peshtigo,2020,1014,6968553.51,1291657.43,1287762.88,2063859.19,426082.6,662126.92,606823.13
4312,Pewaukee,2020,2826,19071922.08,3875907.54,2936501.83,5624311.96,1376321.13,9632871.13,868979.57
4330,Phelps,2020,123,1503143.47,227351.49,380938.07,473983.68,103783.7,0,341128.64
4347,Phillips,2020,767,5496060.11,819740.57,1041476.64,1605765.17,613359.35,234271.49,795848.04
4368,Pittsville,2020,581,4055308.2,594058.47,852585.65,1272888.81,485152.59,280054.7,580039.31
4389,Platteville,2020,1536,9982774.52,1694774.11,1552570.9,4042593.01,646799.18,1249817.53,773382.01
4459,Plum City,2020,253,2262887.96,325701.1,451512.55,553880.06,283300.42,261100,147170.41
4473,Plymouth,2020,2279,16679595.83,2137646.86,2423053.5,4031458.81,921650.61,2962907.19,1722120.27
4508,Port Edwards,2020,477,3736774.09,416323.87,642890.97,1296211.9,267722.97,42711.27,252393.25
4515,Port Washington-Saukville,2020,2714,20492761.84,3091318.07,2735106.21,5018336.96,838314.31,4150579.07,1057651.83
4501,Portage Community,2020,2274,15457373.81,2479647.97,3477379.82,5168356.91,1223407.1,383446.84,914427.1
4529,Potosi,2020,321,2677515.44,574164.43,549700.14,1110193.49,219711.4,205725,284259.21
4536,Poynette,2020,1068,7570285.76,1013024.17,1343534.88,1805240.13,482946.34,1919915.51,352301.54
4543,Prairie Du Chien Area,2020,1083,9099141.03,1098448.02,995109.73,2064654.51,357279.42,1412023.93,556963.23
4557,Prairie Farm,2020,321,2570921.93,295301.78,557749.89,961502.94,141454.89,144176.83,296304.23
4571,Prentice,2020,416,3494084.18,251552.12,609798.18,887777.4,227675.79,707090.13,254028.68
4578,Prescott,2020,1408,9907518.65,1601107.89,1765651.45,2738349.92,757292,2983228.02,877910.78
4606,Princeton,2020,386,3394845.91,410892.22,513748.04,686803.93,202305.89,43147.23,178473.86
4613,Pulaski Community,2020,4123,29095555.63,3860233.83,3018612.63,4879716.31,2046079.06,4009798.32,2645866.74
4620,Racine,2020,21710,178168338.5,35574128.02,17044438.66,38047348.79,9820575.9,14944524.55,14012681.03
4627,Randall J1,2020,592,3862522.33,972848.6,630421.71,1136987.48,230139.32,563600,271892.86
4634,Randolph,2020,542,4002641.67,594024.39,879766.6,920293.24,187215.2,1280786.61,225176.79
4641,Random Lake,2020,820,6244123.27,862425.27,1121178.04,1371034.25,590693.57,808818.36,645110.57
4686,Raymond #14,2020,339,2503933.21,286163.82,613038.33,521273.44,203688.59,428562.52,88522.94
4753,Reedsburg,2020,2842,22659412.34,3617461.66,3085665.11,3714160.34,1309438.84,3045578.98,1386482.61
4760,Reedsville,2020,661,5057343.14,698111.13,687336.31,1236920.66,447232.07,1226762.59,310911.8
4781,Rhinelander,2020,2481,20100675.58,3819164.47,3155381.25,7522358.35,1268015.27,1472872.76,1681197.89
4795,Rib Lake,2020,492,3669332.58,416043.14,561993.15,1066526.63,258542.83,547598.36,261602.05
4802,Rice Lake Area,2020,2299,18047535.25,3056370.06,2568396.87,3529233.75,1392699.38,3556404.4,1149266.22
4851,Richland,2020,1444,11081221.63,1319508.8,1550454.43,2984949.75,927728.86,767950.98,981672.31
3122,Richmond,2020,426,3004213.41,722661.21,498432.72,621286.35,152440.95,124.95,127055.19
4865,Rio Community,2020,422,4051410.86,607154.27,596743.99,943774.44,189714.59,201744.06,255446.86
4872,Ripon Area,2020,1620,10784500.83,2021965.29,2092471.39,2995985.63,585632.5,2772694.91,977509.89
4893,River Falls,2020,3456,23505859.96,2798911.16,4095793.92,4180796.36,2030180.68,7871029.3,2497728.47
4904,River Ridge,2020,563,4766146.95,547127.24,790007.08,1165396.81,522762.87,741464.73,341378.06
5523,River Valley,2020,1249,10205155.45,2350035.07,1395391.98,1735707.09,887974.21,1174670.57,609402.88
3850,Riverdale,2020,746,5524294.48,935841.28,938683.21,1377293.1,343955.58,795980.26,424539.83
4956,Rosendale-Brandon,2020,911,5555191.95,1364349.14,1154596.4,1684491.65,492181.09,1046435.7,434543.91
4963,Rosholt,2020,519,4026142.71,658002.14,800190.48,1170857.92,387397.59,6116.81,189693.52
1673,Royall,2020,583,4992177.35,663571.65,869291.9,1184938.71,450531.15,632550,435853.82
2422,Saint Croix Central,2020,1628,10223226.7,2331759.84,2169386.22,2993950.51,600553.15,4064102.85,999064.44
5019,Saint Croix Falls,2020,1152,8529317.81,1059306.66,1181572.48,1988366.76,756682.95,968900,1614042.31
5026,Saint Francis,2020,848,5851682.78,1294133.99,1571522,1957181.02,143806.75,1507493.82,816079.05
5068,Salem,2020,1118,8136202.07,1139997.37,1145638.83,3313376.73,540531.59,995268.12,393412.2
5100,Sauk Prairie,2020,2752,19124801.01,3058122.63,3864493.21,5243829.24,1395839.47,4895621.07,2230304.39
5124,Seneca,2020,266,2373447.87,383421.4,414581.09,646412.39,219068.38,38041.6,238503.95
5130,Sevastopol,2020,549,5413830.24,797907.88,1054840.91,1487825.17,387106.45,1051648.93,341640.81
5138,Seymour Community,2020,2239,16283760.37,4268255.43,1791184.01,2631802.8,1161636.07,2248444.34,1311441.18
5258,Sharon J11,2020,239,1972887.36,514693.47,412299.37,441374.78,52522.79,446766.26,452708.73
5264,Shawano,2020,2522,17399726.28,3056500.79,2775898.31,4038846.83,1082693.46,3489141.23,1575133.44
5271,Sheboygan Area,2020,10434,84184231.93,10975135.04,10582056.49,15765559.53,2100662.25,7265157.67,6685026.93
5278,Sheboygan Falls,2020,1647,11167448.94,2247543.67,1757116.9,3090050.48,771742.56,2808545.43,1117102.62
5306,Shell Lake,2020,623,4796046.17,648674.02,942948.16,1445433.82,377602.57,1335761.19,543883.96
5348,Shiocton,2020,711,5645524.19,769256.55,897102.48,1442477.33,373965.16,227771.17,609223.73
5355,Shorewood,2020,1861,16492150.2,3116084.62,2581343.06,4531710.77,217356.21,2828185.32,2553322.27
5362,Shullsburg,2020,347,2773831.54,399810.81,577722.57,554916.79,197690.17,413823.37,198783.12
5369,Silver Lake J1,2020,443,3261994.13,594757.91,524340.89,745594.28,142245.08,544743.76,232661.73
5376,Siren,2020,456,4111261.4,825969.39,885572.2,889696.06,420558.87,608190.07,400638.5
5390,Slinger,2020,2890,18421794.77,2897496.02,2551323.02,4345594.42,1613255.52,4517695.98,1277199.69
5397,Solon Springs,2020,310,2721926.02,408276,442885.67,472785.66,193331.51,217260.98,239971.43
5432,Somerset,2020,1564,11394572.53,2105436.41,1741066.76,2286523.82,858247.55,2921765.7,808038.03
5439,South Milwaukee,2020,3011,22816894.77,5179276.59,3610604.09,6286259.3,139580.2,3865925,2772571.82
4522,South Shore,2020,206,2011582.85,361824.46,504081.56,369567.7,309359.92,247442.27,149890.04
5457,Southern Door County,2020,1060,9047481.32,1308864.83,1277469.06,1614952.37,636592.41,749296.91,679471.05
2485,Southwestern Wisconsin,2020,566,4190809.51,708261.36,633956.31,1162583.87,259201.61,1573590.44,376029.3
5460,Sparta Area,2020,3257,21840979.28,4810159.83,3099154.25,4927017.69,2232067.47,797683.69,1704003.15
5467,Spencer,2020,739,5435391.17,837954.04,988859.84,1473569.46,380360.89,698577.18,507399.79
5474,Spooner,2020,1241,9314539.88,1707126.9,1270506.15,2681665.24,1080806.84,3143175,781340.36
5586,Spring Valley,2020,772,5416407.21,722015.03,967643.76,972688.52,417765.1,301225.1,584402.73
5593,Stanley-Boyd Area,2020,1111,7217684.84,1145303.67,994759.03,1584786.35,1404482.24,323456.9,831844.2
5607,Stevens Point Area,2020,7524,58892327.49,7383980.77,7207339.62,13070692.12,4536955.3,9170882.63,3614985.62
5614,Stockbridge,2020,239,1794749.05,286718.61,394098.68,400139.01,76714.13,319998,86374.81
3542,Stone Bank School District,2020,293,1946283.6,487274.84,560755.36,547436.67,123113.78,282570,150662.23
5621,Stoughton Area,2020,2997,24384875.75,4828126.75,2885639.84,7012071.55,1222842.63,2297815.81,1158973.36
5628,Stratford,2020,893,6254048.04,944699.83,890684.13,1470992.36,729710.49,1629728.27,292636.36
5642,Sturgeon Bay,2020,1093,9373460.65,1615362.68,1705350.63,2780703.44,442323.59,47362.5,885123.36
5656,Sun Prairie Area,2020,8536,64587194.19,14406175.59,8003926.31,13983596.31,4483474.41,23035469.74,3169169.62
5663,Superior,2020,4598,32779969,6327133.9,4856832.43,7956943.99,2414371.49,6717657.45,2893111.45
5670,Suring,2020,403,3234924.6,612965.44,638472.72,981062.9,473012.2,0,219777.03
3510,Swallow,2020,423,3474650.86,748674.46,635019.39,684378.73,155451.17,1001768.29,111255.38
5726,Thorp,2020,583,4413666.65,697983.96,830322.56,1091725.56,467783.13,766789.69,472227.75
5733,Three Lakes,2020,491,5443880.78,740032.68,1264497.94,1096938.78,664074,419190.55,469196.88
5740,Tigerton,2020,253,2004770.71,261132.25,437479.82,713010.95,86529.78,389557.8,497350.66
5747,Tomah Area,2020,3248,23368788.9,3948514.95,2666128.88,4394227.22,2520646.26,1357891.65,1432630.71
5754,Tomahawk,2020,1165,9088343.04,2242791.96,1405316.72,2306563.74,917722.66,165368.45,897757.82
126,Tomorrow River,2020,942,6540814.73,1113055.68,1180735.69,1560571.1,497669.19,2508821.15,576404.65
5780,Trevor-Wilmot Consolidated,2020,456,3695623.19,992788.57,759552.37,1186257.17,288779.26,1971100.58,211982.88
4375,Tri-County Area,2020,640,5660794.38,611820.85,749493.94,928397.01,323607.88,0,532898.8
5810,Turtle Lake,2020,494,3652295.27,454774.97,754705.84,880510.2,202851.87,666859.44,356749.21
5817,Twin Lakes #4,2020,431,3693389.54,571515.41,777536.15,575039.82,120200.71,826308.19,161730.64
5824,Two Rivers,2020,1736,12444135.43,2876053.33,1873633.66,2713321.44,875874.83,2257465,771088.84
5859,Union Grove J1,2020,580,4618019.72,806823.27,943640.16,1683594.85,206630.15,1335679.15,265892.13
5852,Union Grove UHS,2020,724,4589658.83,1481491.08,1049955.5,2723937.7,431407.69,1229381.16,503172.38
238,Unity,2020,1079,7513202.31,1240405.32,1367574.04,2296775.24,745770.99,1553958.2,1238033.43
5866,Valders Area,2020,955,6727559.73,1123378.57,1087357.71,1955226.23,700638.28,901331.55,397213.3
5901,Verona Area,2020,5690,43310972.02,7956416.14,6721632.11,9487435.87,2731715.8,19015428.69,2644461.17
5985,Viroqua Area,2020,1129,8982773.92,1287294.31,1315760.81,2162906.46,554337.19,815032.29,833696.52
5992,Wabeno Area,2020,389,4219893.21,431818.59,795066.04,1071889.54,359776.32,89415.28,540368.93
6022,Walworth J1,2020,425,3591862.3,714301.37,368230.28,851569.07,136924.87,572850,258059.45
6027,Washburn,2020,517,3902937.25,993511.81,732697.41,940783.38,322357.4,431334.29,639510.86
6069,Washington,2020,72,855128,143993.81,293055.9,337931.91,55370.04,89628.17,0
6104,Washington-Caldwell,2020,158,1275456.89,305871.27,322758.31,234889.44,111350.19,0,47519.2
6113,Waterford Graded,2020,1405,11140299.51,1549112.19,1719206.03,2642781.44,668032.79,2629987.62,494605.3
6083,Waterford UHS,2020,1095,7710796.28,2740614.93,1471827.62,2120037.71,552271.91,1785687.23,465866.02
6118,Waterloo,2020,820,5978380.05,865402.99,1162914.87,1313275.85,405240.67,1776506.76,671224.45
6125,Watertown,2020,3938,29130055.34,5002583.61,3288259.59,6698337.15,1845918.53,2325459.68,2100110.22
6174,Waukesha,2020,12572,89062448.03,18225574.46,12971221.02,20147520.46,4546391.32,14671266.21,3755976.9
6181,Waunakee Community,2020,4282,30862737.61,5718522.13,5603425.53,7022723.4,1703864.25,11302324.63,2713254.16
6195,Waupaca,2020,2171,14793449.36,3403356.01,2570544.25,4229504.85,1259195,644243.29,1033591.69
6216,Waupun,2020,2165,15091731.12,3228941.03,1938194.48,2585031.43,1147222.35,3230416.65,874008.24
6223,Wausau,2020,8487,64999416.24,10789117.15,7192089.13,15025714.49,3443256.39,17190534.56,4710563.3
6230,Wausaukee,2020,427,3473798.82,597154.41,502076.71,926378.93,355287.68,122690.02,371382.31
6237,Wautoma Area,2020,1382,9534678.77,2077877.93,1766145.32,2779575.14,653287.14,443316.5,1116118.51
6244,Wauwatosa,2020,6319,43738470.63,9170770.63,6931936.15,11692665.82,627435.44,5558965.87,3933480.11
6251,Wauzeka-Steuben,2020,266,2254993.85,350295.36,485000.89,576813.25,250144.42,190035.27,290568.24
6293,Webster,2020,653,4877662.24,713579.03,1131860.07,1191581.17,472591.04,765293.03,540356.58
6300,West Allis,2020,8414,59432816.51,11289710.23,8796034.04,44184302.47,1793399.07,4032232.01,13047717.89
6307,West Bend,2020,6699,49881022.1,6820554.57,4661691.25,11457923.9,2236197.81,5687677.66,2636833.38
6328,West Depere,2020,3868,27091335.12,3942061.65,3854385.76,4327518.68,1599729.81,3112294.74,1397105.51
6370,West Salem,2020,1799,12150017.92,2100448.35,1982709.35,3641889.9,794118.22,3196735.63,1021213.14
6321,Westby Area,2020,1167,8260363.79,1370595.45,1337133.09,2441966.01,836889.06,2433675,483766.29
6335,Westfield,2020,1168,8876551.63,1053596.54,1339402.72,1917321.16,608799.2,100000,532365.88
6354,Weston,2020,295,2632546.41,468717.88,482483.59,558763.1,287640.42,693316.54,288260.15
6384,Weyauwega-Fremont,2020,852,5875867.3,715720.77,1130253.84,1700981.73,431338.78,1510591.8,451064.52
6412,Wheatland J1,2020,458,3234158.85,669407.49,826386.81,836885.83,188052.66,596582.5,301114.03
6440,White Lake,2020,155,1495701.32,273885.78,338340.07,329118.56,104743.2,234176.54,156647.45
6419,Whitefish Bay,2020,2850,20277336.93,2969980.39,3189731.13,6679387.24,231107.7,1527834.13,1966547.88
6426,Whitehall,2020,789,5718703.92,977361.69,1027366.33,1160702.82,513475.4,1091255.32,569600.27
6461,Whitewater,2020,2071,16740106.66,2808789.4,2257734.95,3224720.92,1273071.54,2414720.72,1196386.3
6470,Whitnall,2020,2196,15033046.61,3149215.69,2469455.08,4330811.6,672689.83,3880601.89,999050.6
6475,Wild Rose,2020,577,4289589.17,585636.49,774922.82,1039499.11,402629.57,589425,254708.89
6482,Williams Bay,2020,609,4798255.22,710821.66,1037025.18,987445.1,116424.16,2079648.45,200524.17
6545,Wilmot UHS,2020,1001,7792083.22,2377494.59,1314772.51,2842400.22,452284.95,4236865.41,528345.71
6608,Winneconne Community,2020,1580,10139955.06,1769382.79,1836331.17,3219672.26,1064732.89,1386770.42,674806.77
6615,Winter,2020,277,2329433.73,250315.06,422300.89,826986.92,204638.46,290453.72,334684.15
6678,Wisconsin Dells,2020,1795,13500022.24,2081399.32,1894863.59,2668284.87,805484.75,5130472.29,836527.8
469,Wisconsin Heights,2020,806,6327007.67,1220763.1,1121134.52,1473216.94,674598.14,595715.46,319011.13
6685,Wisconsin Rapids,2020,5214,39777368.48,7040115.91,4321916.35,7891898.43,3305391.22,7169271.87,3121473.62
6692,Wittenberg-Birnamwood,2020,1131,7804947.32,1041890.13,1208965.1,2007823.04,553843.66,361660.34,1002158.47
6713,Wonewoc-Union Center,2020,387,2909730.4,400094.26,641676.18,710888.88,298492.64,226742.97,298636.12
6720,Woodruff J1,2020,437,3403470.27,1032746.63,708368.12,768224.26,409571.71,27512.5,250376.22
6734,Wrightstown Community,2020,1387,9115198.05,1270631.73,1491625.31,2341640.84,557954.99,1566877.58,763620.14
6748,Yorkville J2,2020,336,2173154.1,307972.86,533221.74,731442.52,210518.01,540763.39,108567.54
7,Abbotsford,2021,795,5864021.77,561306.41,951675.18,1306162.74,284588.19,713053.29,674102.51
14,Adams-Friendship Area,2021,1403,11976390.8,2655612.4,1895886.72,2863801.83,964664.79,172144.3,1277857.45
63,Albany,2021,410,4036545.03,654396.92,523224.33,804264.88,234252.94,476722.23,136182.86
70,Algoma,2021,696,4956397.67,724594.5,806362.25,1722076.68,222379.63,1026480.71,719352.65
84,Alma,2021,222,1898624.45,300178.05,441734.72,467461.02,192826.79,326482.3,176462.82
91,Alma Center,2021,533,4531126.89,448422.88,800960.61,1227637.49,267997.34,1093982.93,400919.89
105,Almond-Bancroft,2021,438,3701741.38,436248.71,503816.46,787122.47,373966.98,267355.63,234469.71
112,Altoona,2021,1581,11290980.5,2439957.97,1820544.68,3099387.65,872175.88,1844914.95,1127206.57
119,Amery,2021,1456,12893951.87,2048231.25,1891074.78,3479792.35,696789.85,1881477.61,1920012.2
140,Antigo,2021,2175,17339584.33,3521548.05,2826528.65,4300995.33,1336893.55,1322070.18,1400180.42
147,Appleton Area,2021,14581,116708915.6,22912798.25,12259891.03,28757779.62,4670983.56,12121117.88,6806006.97
154,Arcadia,2021,1255,10517650.63,2178670.18,1322284.41,2436294.04,520891.85,2536580.49,1228991.76
161,Argyle,2021,286,2582968.51,218540.06,546424.36,484082.65,235615.6,591330.77,203220.17
2450,Arrowhead UHS,2021,2040,15125042.79,2984533.57,1979224.38,3672626.19,895912.48,2439653.37,811325.71
170,Ashland,2021,2008,15092350.35,3744621.33,2395204.89,5225110.78,1279484.6,3220097.1,963996.72
182,Ashwaubenon,2021,2186,16165556.44,3978389.44,2720240.97,4720733.87,994274.1,1558694.94,1844929.07
196,Athens,2021,403,4203618.4,667386.32,770713.85,832882.72,500717.83,134445.6,241741.05
203,Auburndale,2021,748,6226475.63,737685.92,1067272.49,1108115.51,648352.43,-59642.55,412915.62
217,Augusta,2021,601,5132244.08,1267718.72,980004.52,1673546.01,417957.86,345025,725500.18
231,Baldwin-Woodville Area,2021,1645,12011318.18,2262363.56,1674397.1,2527104.23,839565.64,2993947.7,1308107.33
245,Bangor,2021,604,5297783.81,718476.03,821926.15,1018960.88,332098.41,879243.64,310507.2
280,Baraboo,2021,2890,22431754.03,4973242.82,2773763.47,4348842.6,1278795.9,7235291.39,1656038.14
287,Barneveld,2021,412,3285588.9,678991.35,522266.98,836850.39,94930.1,1449052.35,148942.77
308,Barron Area,2021,1336,11934746.29,1614533.52,1582627.55,2987534.13,695609.5,1147785.5,1073784.63
315,Bayfield,2021,431,5949271.53,1487354.24,1334146.64,1472201.65,444457.67,499388.24,491049.73
336,Beaver Dam,2021,3456,25830569.77,4706030.98,3425331,6296835.67,1333033.84,8001476.89,2209877.81
4263,Beecher-Dunbar-Pembine,2021,241,2853123.63,555836.92,679867.7,697370.33,174654.26,17714.99,239847.46
350,Belleville,2021,918,6547472.7,1310723.24,1245067.07,1734662.17,224151.43,2806876.65,438623.38
364,Belmont Community,2021,349,2798804.78,567009.24,508999.9,881084.05,145645.56,630600,230691.76
413,Beloit,2021,6484,58937600.31,13109925.76,7818802.21,14133451.23,2354071.58,13165865.72,3906024.39
422,Beloit Turner,2021,1195,6820218.13,2536980.18,1380007.43,3078048.25,577869.03,4219132.22,580475.88
427,Benton,2021,236,2105292.29,193954.59,542348.32,523428.65,104796.32,43007.95,221877.16
434,Berlin Area,2021,1534,12444173.32,2523940.36,1507368.26,2530674.62,880524.72,1582040,1164324.94
6013,Big Foot UHS,2021,505,3613358.85,629401.15,914034.23,2110626.55,309960.52,1528033.54,879815.49
441,Birchwood,2021,204,1649380.34,326728.18,643912.5,464296.45,296376.61,1044225.04,295979.52
2240,Black Hawk,2021,397,3639153.4,428649.57,569790.22,1580936.34,370541.48,202526.33,226222.34
476,Black River Falls,2021,1713,14591386.52,2482938.65,2169999.14,2602606.9,781514.48,6339301.4,1393231.32
485,Blair-Taylor,2021,633,5116868.3,982071.98,833677.69,1210895.44,455399.64,1416689.79,492620.16
497,Bloomer,2021,1197,9058867.21,1752323.54,1683700.74,1757655.95,869696.34,2190484.88,528439.21
602,Bonduel,2021,760,6306422.2,910884.61,1162546.44,1268037.38,514426.05,852212,406763.19
609,Boscobel,2021,772,7349632.38,849317.92,957688.85,1303478.34,370308.02,79550,342088.27
623,Bowler,2021,390,3769225.23,685313.61,711391.86,1138277.02,383495.85,85969.56,301996.08
637,Boyceville Community,2021,700,5965582.85,920050.6,1011836.6,1388376.33,424903.69,989750,484423.35
657,Brighton #1,2021,127,678170.94,192854.58,272370.21,421929.98,100898.28,169620,85397.92
658,Brillion,2021,878,6359710.06,1062773.55,1172691.3,1453383.69,345487.46,1905410.97,789835.96
665,Bristol #1,2021,736,5044410.61,696878.15,1104661.45,1222371.41,315944.45,1631096.61,251283.22
700,Brodhead,2021,970,8381718.92,1109885.52,1469825.67,2016596.92,501131.81,0,577234.79
721,Brown Deer,2021,1677,14175129.5,2426423.67,2704615.12,3789960.94,547272.56,3047549.88,643635.52
735,Bruce,2021,503,4357793.66,405934.11,710054.82,1117498.22,429330.79,3575,361788.09
777,Burlington Area,2021,3367,29332771.25,3798209.82,2864119.03,5880920.61,2196988.34,4323012.22,1419931.14
840,Butternut,2021,134,1438712.21,378376.95,361702.14,359618.72,123628.1,91626,148868.64
870,Cadott Community,2021,831,7842722.53,1314453.41,1267187.35,1157749.83,766698.27,1450541.06,504533.49
882,Cambria-Friesland,2021,344,4100542.18,612846.67,634937.82,844930.04,230070.55,66446.1,503654.08
896,Cambridge,2021,870,6419345.74,1196951.99,1587125.54,2158641.53,624807.02,402278.78,928726.84
903,Cameron,2021,872,6438203.47,1244132.7,1485028,1578194.34,451279.78,1762687.12,720626.9
910,Campbellsport,2021,1325,10122677.55,1857557.03,1477203.68,3198452.26,1105806.73,2230914.12,462294.37
980,Cashton,2021,563,4606023.15,670386.35,735318.01,870803.21,542504.9,894418.48,434626.95
994,Cassville,2021,236,2553951.96,207980.08,370883.47,635012.48,184252.66,0,220539.38
1029,Cedar Grove-Belgium Area,2021,974,7176271.75,1078431.62,1356200.76,1548147.07,392206.59,1152521.74,418579.92
1015,Cedarburg,2021,3076,21444509.71,4161234.48,3149647.7,6064734.24,1136860.65,5268542.78,1155465.57
5054,Central/Westosha UHS,2021,1141,8401378.01,1751119.62,1655180.68,2326929.39,401158.34,1072870.2,423548.14
1071,Chequamegon,2021,741,6872402.66,1033455.75,1271193.11,1828540.89,595379.91,334559,612882.69
1080,Chetek-Weyerhaeuser,2021,1056,8969638.61,962289.95,1361973.19,2030375.71,1126811.15,367316.52,1021823.85
1085,Chilton,2021,1082,7401207.21,1078120.2,1501307.59,1654222.5,379900.04,2429363.28,923895.68
1092,Chippewa Falls Area,2021,5057,40620662.09,6530672.22,5887948.37,7139586.83,3905671.17,5654292.53,2489800.35
1120,Clayton,2021,300,2992082.57,324589.44,448497.17,930833.76,167802.04,66063.93,426731.14
1127,Clear Lake,2021,589,4435514.77,569190.81,933732.7,1023947.39,350250.17,1401801.88,574132.06
1134,Clinton Community,2021,975,6652141.81,1209177.79,1489211.02,3132730.45,591463.08,22757102.51,611045.46
1141,Clintonville,2021,1231,11157265.22,1987362.29,1719970.97,2494487.54,496330.05,2610040.71,1553042.94
1155,Cochrane-Fountain City,2021,581,4238504.72,402065.68,809655.54,1318294.64,566471.36,825700,339270.78
1162,Colby,2021,990,7296576.26,1141523.88,1147240.3,1723840.81,655024.65,894398.66,565522.27
1169,Coleman,2021,689,5162703.77,972814.02,674639.24,1069491.13,510979.07,1608160.7,387416.54
1176,Colfax,2021,757,5767704.3,725331.38,1064989.85,1460154.99,499248.6,591946.41,377979.72
1183,Columbus,2021,1231,8675255.93,2183279.53,1280674.93,2275625.73,696230.6,2128929.58,708298.59
1204,Cornell,2021,405,3786448.59,415074.67,647412.53,679028.34,326405.49,0,412002.91
1218,Crandon,2021,897,7851561.35,1304184.75,1153152.1,1808745.58,442900.44,111146.74,552067.68
1232,Crivitz,2021,753,5041198.59,895547.36,1000845.42,1548799.92,476651.32,104186.59,397975.15
1246,Cuba City,2021,611,5538627.04,909815.33,943892.09,1400569.12,376866.28,701823.39,547939.55
1253,Cudahy,2021,2345,22266699.95,3091184.47,3093434.49,5485974.79,222887.69,3351432.02,1600470
1260,Cumberland,2021,912,7665670.36,1272295.75,1545325.32,1417289.93,861356.69,65000,840386.79
4970,D C Everest Area,2021,5883,50964325.91,8344428.86,4640581.59,6670074.17,2962171.16,8356767.69,3739690.29
1295,Darlington Community,2021,865,7038570.26,1144189.26,887484.71,1550540.36,506098.61,721214.91,445077.04
1421,De Soto Area,2021,528,4320839.72,487874.14,826296.83,1429754.9,542393.49,539807.42,355289.89
1309,Deerfield Community,2021,740,5816349.93,981365.88,964609.64,1446845.36,250973.31,1193650,373175.62
1316,Deforest Area,2021,3847,27186952.32,6373601.74,3711344.29,7614529.78,1615908.07,14173694.28,1329903.17
1380,Delavan-Darien,2021,2526,20723004.73,3961791.64,2566753.88,4560528.2,1185789.05,1738720.79,1222974.29
1407,Denmark,2021,1461,10608561.24,1763995.04,1620636.52,3340032.85,771926.35,1080445.86,976838.74
1414,Depere,2021,4129,30284394.73,5219614.61,3855518.95,6800657.89,1311416.12,4859832.34,1934976.06
2744,Dodgeland,2021,695,5838622.32,1156208.31,995924.26,1748873.19,516498.77,920439.31,415872.31
1428,Dodgeville,2021,1221,10180688.01,1643996.14,1792284.37,2327304.93,698335.34,2654644.02,619194.43
1449,Dover #1,2021,91,719942.49,123803.39,162302.99,131145.03,53830.97,9180.25,29003.66
1491,Drummond,2021,368,3669864.61,373089.76,527573.75,573657.3,541388.81,84939.27,219367.79
1499,Durand-Arkansaw,2021,1010,6803731.09,1523943.16,980822.05,1700769,1034127.14,1270089.46,453160.95
1540,East Troy Community,2021,1665,12308563.72,2685451.68,1850089.71,3595332.59,858231.02,2602583.07,774196.55
1554,Eau Claire Area,2021,11279,96283477.21,13758520.43,8310465.72,18617021.71,5572562.78,8709322.75,4446075.49
1561,Edgar,2021,586,5139454.87,1055269.56,739245.83,830954.87,527511.95,1008162.91,394004.86
1568,Edgerton,2021,1950,14490054.71,2745058.31,2207663.54,4314418.61,983919.8,4501299.9,786563.79
