School Year,District Code,School Code,Cooperative Educational Service Agency,District Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the District,Highest Grade in the District,School Type,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent Limited English Proficient,Percent Within District Mobility,Percent Between District Mobility,District Student Achievement Score,District ELA Achievement Score,District Mathematics Achievement Score,District Student Growth Score,District ELA Growth Score,District Mathematics Growth Score,District Closing Gaps Score,District ELA Gap Score,District Mathematics Gap Score,District 4 Year Graduation Gap Score,District 6 Year Graduation Gap Score,District Graduation Gap Score,District On-Track and Postsecondary Readiness Score,District Graduation Rate Score,District Attendance Rate Score,District Third-Grade ELA Achievement Score,District Eighth-Grade Mathematics Achievement Score,District Student Achievement Max Score,District ELA Achievement Max Score,District Mathematics Achievement Max Score,District Student Growth Max Score,District ELA Growth Max Score,District Mathematics Growth Max Score,District Closing Gaps Max Score,District ELA Achievement Gap Max Score,District Mathematics Achievement Gap Max Score,District Graduation Gap Max Score,District On-Track and Postsecondary Readiness Max Score,District Graduation Rate Max Score,District Attendance Rate Max Score,District Third-Grade ELA Achievement Max Score,District Eighth-Grade Mathematics Achievement Max Score,State Student Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State Student Growth Score,State ELA Growth Score,State Mathematics Growth Score,State Closing Gaps Score,State ELA Achievement Gaps Score,State Mathematics Achievement Gaps Score,State Graduation Gaps Score,State On-Track and Postsecondary Readiness Score,State Graduation Rate Score,State Attendance Rate Score,State Third-Grade ELA Achievement Score,State Eighth-Grade Mathematics Achievement Score,State Student Achievement Max Score,State ELA Achievement Max Score,State Mathematics Achievement Max Score,State Student Growth Max Score,State ELA Growth Max Score,State Mathematics Growth Max Score,State Closing Gaps Max Score,State ELA Achievement Gaps Max Score,State Mathematics Achievement Gaps Max Score,State 4 Year Graduation Gaps Max Score,State 6 Year Graduation Gaps Max Score,State Graduation Gaps Max Score,State On-Track and Postsecondary Readiness Max Score,State Graduation Rate Max Score,State Attendance Rate Max Score,State Third-Grade ELA Achievement Max Score,State Eighth-Grade Mathematics Achievement Max Score,Student Engagement Indicators Deduction,Absenteeism Rate Deduction,Dropout Rate Deduction,Test Partcipation ELA 2018 All Students,Test Partcipation ELA MULTI-YEAR All Students,Test Partcipation Mathematics 2018 All Students,Test Partcipation Mathematics MULTI-YEAR All Students,Subgroup with lowest test participation rate 2018,Test Partcipation ELA 2018 lowest rate subgroup,Test Partcipation ELA MULTI-YEAR lowest rate subgroup,Test Partcipation Mathematics 2018 lowest rate subgroup,Test Partcipation Mathematics MULTI-YEAR lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Closing Gaps Priority Area,Score weighting Ontrack Priority Area,District Percent Proficient ELA 2014,State Percent Proficient ELA 2014,District Percent Proficient Mathematics 2014,State Percent Proficient Mathematics 2014,District Percent Proficient ELA 2015,State Percent Proficient ELA 2015,District Percent Proficient Mathematics 2015,State Percent Proficient Mathematics 2015,District Percent Proficient ELA 2016,State Percent Proficient ELA 2016,District Percent Proficient Mathematics 2016,State Percent Proficient Mathematics 2016,District Percent Proficient ELA 2017,State Percent Proficient ELA 2017,District Percent Proficient Mathematics 2017,State Percent Proficient Mathematics 2017,District Percent Proficient ELA 2018,State Percent Proficient ELA 2018,District Percent Proficient Mathematics 2018,State Percent Proficient Mathematics 2018,Notes,Notes,Change Outlier Note,Open enrollment note,No Score Note,Grade Band for Comparison,CESA,Locale description,City,Agency type,Charter school indicator,Virtual school indicator
2017-18,3983,  NA,Cooperative Ed Serv Agcy 06,North Fond du Lac,73.3,Exceeds Expectations,K4,12,NA,"1,419",0.30%,1.50%,3.00%,15.40%,0.20%,78.90%,0.70%,19.20%,53.10%,6.80%,0.00%,3.00%,47.3,25.5,21.8,66,38.7,27.3,85.3,18.5,16.8,25,25,50,85.6,38.4,38,4.8,4.4,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.70%,98.60%,97.70%,98.50%,Lowest Subgroup Rate: SwD,91%,94.70%,91%,94.20%,12.90%,37.10%,25.00%,25.00%,0.221,0.367,0.374,0.488,0.339,0.521,0.245,0.44,0.272,0.424,0.238,0.41,0.28,0.435,0.223,0.412,0.285,0.415,0.231,0.42,NA,NA,,,NA,K-12,6,NA,North Fond du Lac,Public school district,N,N
2017-18,4025,  NA,Cooperative Ed Serv Agcy 06,Oakfield,84.5,Significantly Exceeds Expectations,K4,12,NA,538,0.40%,0.90%,1.30%,5.40%,0.00%,89.20%,2.80%,9.30%,18.40%,0.90%,0.00%,2.00%,82.5,42.2,40.3,77.4,40.6,36.8,85.5,41.9,43.6,NA,NA,NA,90.2,37.5,38.7,8,6,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,98.60%,100%,98.60%,Lowest Subgroup Rate: White,100%,98.70%,100%,98.70%,36.10%,13.90%,25.00%,25.00%,0.477,0.367,0.572,0.488,0.584,0.521,0.56,0.44,0.581,0.424,0.577,0.41,0.591,0.435,0.613,0.412,0.606,0.415,0.644,0.42,NA,NA,,,NA,K-12,6,Rural,Oakfield,Public school district,N,N
2017-18,4088,  NA,Cooperative Ed Serv Agcy 06,Omro,69.2,Meets Expectations,K4,12,NA,"1,173",0.10%,0.70%,1.10%,5.10%,0.00%,91.30%,1.70%,11.00%,26.80%,2.90%,0.00%,3.00%,60.6,32.9,27.7,62.2,34.9,27.3,68.1,22.1,18.6,27.4,NA,27.4,86.3,36.9,37.7,6.7,5,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.70%,99.50%,99.50%,99.40%,Lowest Subgroup Rate: EL,100%,98.70%,95.70%,97.40%,30.50%,19.50%,25.00%,25.00%,0.294,0.367,0.377,0.488,0.487,0.521,0.375,0.44,0.454,0.424,0.324,0.41,0.432,0.435,0.333,0.412,0.422,0.415,0.34,0.42,NA,NA,,,NA,K-12,6,Rural,Omro,Public school district,N,N
2017-18,4179,  NA,Cooperative Ed Serv Agcy 06,Oshkosh Area,74,Exceeds Expectations,K4,12,NA,"9,951",0.40%,7.30%,5.20%,5.10%,0.00%,77.80%,4.20%,15.30%,41.10%,5.50%,1.10%,4.70%,62.4,30.6,31.8,74.6,36.8,37.8,70.6,17.4,16.2,16.1,20.9,37,86.3,37.1,37.2,5.9,6.1,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99%,99.20%,99%,99.20%,Lowest Subgroup Rate: Amer Indian,96.20%,98.70%,96.20%,98.70%,20.90%,29.10%,25.00%,25.00%,0.346,0.367,0.57,0.488,0.508,0.521,0.471,0.44,0.368,0.424,0.414,0.41,0.414,0.435,0.434,0.412,0.394,0.415,0.442,0.42,NA,NA,,,NA,K-12,6,NA,Oshkosh,Public school district,N,N
2017-18,4820,  NA,Cooperative Ed Serv Agcy 06,Richfield J1,81.8,Exceeds Expectations,K4,8,NA,389,0.00%,1.30%,0.30%,2.30%,0.00%,93.80%,2.30%,13.60%,6.90%,0.80%,0.00%,1.30%,84.7,45.2,39.5,79.3,44.4,34.9,66.6,37.5,29.1,NA,NA,NA,92.4,NA,76.6,7.7,8.1,100,50,50,100,50,50,100,50,50,NA,100,NA,80,10,10,63.9,32.4,31.5,66,33,33,69.9,35.5,34.4,NA,86.6,NA,74.6,6.3,5.7,100,50,50,100,50,50,100,50,50,NA,NA,NA,100,NA,80,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,98.10%,99.60%,98.10%,Lowest Subgroup Rate: SwD,97.40%,91.20%,97.40%,91.20%,43.70%,0.063,25.00%,25.00%,0.569,0.367,0.711,0.488,0.744,0.521,0.614,0.44,0.732,0.424,0.529,0.41,0.647,0.435,0.54,0.412,0.667,0.415,0.566,0.42,NA,NA,,,NA,K-8,6,Rural,Richfield,Public school district,N,N
2017-18,4872,  NA,Cooperative Ed Serv Agcy 06,Ripon Area,79.9,Exceeds Expectations,K4,12,NA,"1,631",0.20%,0.70%,0.60%,9.30%,0.20%,86.30%,2.60%,11.00%,31.50%,4.70%,0.10%,4.50%,76.6,39.4,37.2,72.7,36.8,35.9,79.5,22.1,20.8,11.6,25,36.6,90.4,37.3,37.6,8.7,6.8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.30%,98.10%,98.40%,98.20%,Lowest Subgroup Rate: SwD,96.70%,94.80%,96.70%,94.80%,27.30%,22.70%,25.00%,25.00%,0.44,0.367,0.571,0.488,0.597,0.521,0.525,0.44,0.536,0.424,0.489,0.41,0.571,0.435,0.518,0.412,0.565,0.415,0.574,0.42,NA,NA,,,NA,K-12,6,NA,Ripon,Public school district,N,N
2017-18,4956,  NA,Cooperative Ed Serv Agcy 06,Rosendale-Brandon,82.4,Exceeds Expectations,K4,12,NA,"1,054",0.30%,0.10%,0.90%,3.90%,0.00%,94.60%,0.30%,11.20%,15.50%,1.60%,0.40%,2.60%,80.4,39.9,40.5,75.5,40.6,34.9,80.6,41.5,39.1,NA,NA,NA,90.4,37.1,38.3,7.6,7.4,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.50%,99.40%,99.50%,Lowest Subgroup Rate: SwD,98.40%,97.80%,98.40%,97.80%,38.00%,12.00%,25.00%,25.00%,0.428,0.367,0.617,0.488,0.616,0.521,0.616,0.44,0.545,0.424,0.625,0.41,0.555,0.435,0.61,0.412,0.567,0.415,0.589,0.42,NA,NA,,,NA,K-12,6,Rural,Rosendale,Public school district,N,N
2017-18,5348,  NA,Cooperative Ed Serv Agcy 06,Shiocton,75.7,Exceeds Expectations,K4,12,NA,718,0.30%,0.60%,0.60%,8.90%,0.00%,88.90%,0.80%,14.50%,29.90%,3.90%,0.00%,2.40%,66,32.5,33.5,64.1,33,31.1,82.5,37.9,44.6,NA,NA,NA,89.9,39.7,37.9,6.6,5.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.20%,99.40%,99.20%,99.40%,Lowest Subgroup Rate: White,99.10%,99.30%,99.10%,99.30%,28.40%,21.60%,25.00%,25.00%,0.321,0.367,0.453,0.488,0.524,0.521,0.486,0.44,0.462,0.424,0.453,0.41,0.441,0.435,0.472,0.412,0.415,0.415,0.472,0.42,NA,NA,,,NA,K-12,6,Rural,Shiocton,Public school district,N,N
2017-18,5390,  NA,Cooperative Ed Serv Agcy 06,Slinger,87.1,Significantly Exceeds Expectations,K4,12,NA,"3,286",0.50%,0.70%,0.90%,4.10%,0.00%,92.10%,1.60%,9.20%,11.20%,0.80%,0.10%,1.20%,87.3,42.8,44.5,76.5,37.8,38.7,82.8,17.3,15.5,25,25,50,94.8,39.5,38,8.6,8.7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.50%,99.30%,99.50%,99.30%,Lowest Subgroup Rate: EL,95.80%,98.60%,95.80%,98.60%,40.90%,9.10%,25.00%,25.00%,0.504,0.367,0.632,0.488,0.75,0.521,0.662,0.44,0.632,0.424,0.671,0.41,0.656,0.435,0.696,0.412,0.622,0.415,0.68,0.42,NA,NA,,,NA,K-12,6,NA,Slinger,Public school district,N,N
2017-18,6216,  NA,Cooperative Ed Serv Agcy 06,Waupun,70.8,Meets Expectations,K4,12,NA,"1,945",0.20%,0.20%,1.50%,8.00%,0.00%,87.70%,2.30%,13.00%,34.20%,2.10%,0.10%,5.00%,65,33.3,31.7,60.3,31.1,29.2,71.6,18.8,16.3,11.5,25,36.5,86.3,36.4,37.3,6.9,5.7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.20%,99.30%,99.20%,99.30%,Lowest Subgroup Rate: SwD,95.40%,96.20%,95.40%,96.20%,25.50%,24.50%,25.00%,25.00%,0.367,0.367,0.513,0.488,0.517,0.521,0.482,0.44,0.435,0.424,0.426,0.41,0.453,0.435,0.428,0.412,0.426,0.415,0.414,0.42,NA,NA,,,NA,K-12,6,NA,Waupun,Public school district,N,N
2017-18,6307,  NA,Cooperative Ed Serv Agcy 06,West Bend,75.4,Exceeds Expectations,K4,12,NA,"6,687",0.50%,1.30%,2.50%,6.60%,0.00%,86.20%,3.00%,15.70%,28.40%,1.70%,0.10%,3.40%,73.7,36.3,37.4,70.8,32.1,38.7,67.3,18.9,19.7,15,13.7,28.7,89.1,36.9,37.7,8.1,6.4,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.40%,97.70%,98.50%,97.70%,Lowest Subgroup Rate: Two or More,95%,95.70%,95%,95.70%,29.40%,20.60%,25.00%,25.00%,0.385,0.367,0.542,0.488,0.593,0.521,0.491,0.44,0.504,0.424,0.5,0.41,0.504,0.435,0.544,0.412,0.492,0.415,0.557,0.42,NA,NA,,,NA,K-12,6,NA,West Bend,Public school district,N,N
2017-18,6384,  NA,Cooperative Ed Serv Agcy 06,Weyauwega-Fremont,76.8,Exceeds Expectations,K4,12,NA,824,0.20%,0.10%,0.50%,8.60%,0.40%,88.70%,1.50%,12.90%,32.30%,1.60%,0.10%,2.40%,70.3,36.6,33.7,74.6,39.7,34.9,73.2,37.2,36,NA,NA,NA,89.5,37.6,37.6,7.8,6.5,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.40%,100%,99.70%,Lowest Subgroup Rate: Hispanic,100%,100%,100%,100%,26.80%,23.20%,25.00%,25.00%,0.421,0.367,0.567,0.488,0.544,0.521,0.424,0.44,0.488,0.424,0.404,0.41,0.494,0.435,0.436,0.412,0.5,0.415,0.486,0.42,NA,NA,,,NA,K-12,6,Rural,Weyauwega,Public school district,N,N
2017-18,6608,  NA,Cooperative Ed Serv Agcy 06,Winneconne Community,89.6,Significantly Exceeds Expectations,K4,12,NA,"1,667",0.20%,0.70%,0.70%,2.50%,0.00%,93.70%,2.20%,8.70%,18.00%,0.20%,0.00%,1.70%,85.9,45.5,40.4,95.4,50,45.4,86.1,43.4,42.7,NA,NA,NA,95.3,38.5,39.4,8.6,8.8,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,99.70%,99.50%,99.60%,Lowest Subgroup Rate: SwD,98.50%,97.10%,98.50%,97.10%,36.30%,13.70%,25.00%,25.00%,0.498,0.367,0.541,0.488,0.677,0.521,0.511,0.44,0.634,0.424,0.537,0.41,0.741,0.435,0.625,0.412,0.663,0.415,0.602,0.42,NA,NA,,,NA,K-12,6,NA,Winneconne,Public school district,N,N
2017-18,70,  NA,Cooperative Ed Serv Agcy 07,Algoma,72.8,Meets Expectations,K4,12,NA,715,0.60%,0.40%,1.10%,6.40%,0.10%,89.40%,2.00%,15.90%,41.30%,2.70%,0.00%,4.50%,65.8,32.3,33.5,67.9,29.2,38.7,67.7,34.8,32.9,NA,NA,NA,89.4,38.3,37.8,6.2,7.1,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.20%,99.60%,99.20%,99.60%,Lowest Subgroup Rate: SwD,98.30%,99.40%,98.30%,99.40%,20.80%,29.20%,25.00%,25.00%,0.363,0.367,0.586,0.488,0.566,0.521,0.553,0.44,0.455,0.424,0.442,0.41,0.407,0.435,0.509,0.412,0.39,0.415,0.451,0.42,NA,NA,,,NA,K-12,7,NA,Algoma,Public school district,N,N
2017-18,182,  NA,Cooperative Ed Serv Agcy 07,Ashwaubenon,72.1,Meets Expectations,K4,12,NA,"3,301",2.50%,3.40%,3.10%,6.50%,0.10%,76.80%,7.50%,11.90%,31.80%,2.30%,0.10%,2.30%,68,33.9,34.1,69.8,34.9,34.9,62.9,18.1,16.8,13.3,14.7,28,88,37.6,37.7,6.7,6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.50%,99.20%,99.50%,99.20%,Lowest Subgroup Rate: SwD,97.40%,97.90%,97.80%,98%,27.10%,22.90%,25.00%,25.00%,0.43,0.367,0.576,0.488,0.55,0.521,0.512,0.44,0.469,0.424,0.463,0.41,0.438,0.435,0.457,0.412,0.45,0.415,0.474,0.42,NA,NA,,,NA,K-12,7,NA,Green Bay,Public school district,N,N
2017-18,658,  NA,Cooperative Ed Serv Agcy 07,Brillion,83,Significantly Exceeds Expectations,K4,12,NA,981,0.50%,0.40%,0.50%,7.30%,0.20%,89.00%,2.00%,14.40%,26.60%,3.40%,0.00%,2.20%,75.7,37.4,38.3,83.2,37.8,45.4,81.7,41.9,39.8,NA,NA,NA,93.1,38.9,38.2,7.6,8.4,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99%,99.30%,99%,99.30%,Lowest Subgroup Rate: SwD,95.80%,97.60%,95.80%,97.60%,30.60%,19.40%,25.00%,25.00%,0.382,0.367,0.562,0.488,0.647,0.521,0.536,0.44,0.526,0.424,0.552,0.41,0.525,0.435,0.544,0.412,0.539,0.415,0.604,0.42,NA,NA,,,NA,K-12,7,NA,Brillion,Public school district,N,N
2017-18,1029,  NA,Cooperative Ed Serv Agcy 07,Cedar Grove-Belgium Area,80.6,Exceeds Expectations,K4,12,NA,997,0.30%,1.80%,0.70%,8.50%,0.20%,87.70%,0.80%,10.10%,14.80%,3.10%,0.00%,4.20%,76.5,39.8,36.7,67,31.1,35.9,83.5,40.6,42.9,NA,NA,NA,90.2,38.1,37.8,7.7,6.6,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.50%,99.40%,99.50%,Lowest Subgroup Rate: SwD,94%,98%,94%,98%,38.50%,11.50%,25.00%,25.00%,0.448,0.367,0.564,0.488,0.693,0.521,0.537,0.44,0.584,0.424,0.515,0.41,0.582,0.435,0.494,0.412,0.546,0.415,0.516,0.42,NA,NA,,,NA,K-12,7,Rural,Cedar Grove,Public school district,N,N
2017-18,1085,  NA,Cooperative Ed Serv Agcy 07,Chilton,73.9,Exceeds Expectations,K4,12,NA,"1,168",0.30%,0.20%,1.00%,12.80%,0.30%,84.20%,1.30%,14.60%,31.40%,8.00%,0.00%,3.70%,66.5,32.7,33.8,66,29.2,36.8,74,18.4,19.2,11.4,25,36.4,89.1,38.4,37.9,6.6,6.2,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.30%,99.60%,99.30%,99.60%,Lowest Subgroup Rate: SwD,96.90%,98.60%,96.90%,98.60%,27.40%,22.60%,25.00%,25.00%,0.42,0.367,0.493,0.488,0.513,0.521,0.482,0.44,0.418,0.424,0.465,0.41,0.433,0.435,0.438,0.412,0.42,0.415,0.477,0.42,NA,NA,,,NA,K-12,7,Rural,Chilton,Public school district,N,N
2017-18,1414,  NA,Cooperative Ed Serv Agcy 07,De Pere,80.2,Exceeds Expectations,K4,12,NA,"4,491",0.50%,2.20%,1.50%,4.90%,0.00%,86.70%,4.20%,12.10%,16.80%,1.80%,0.00%,2.50%,84.7,43.5,41.2,64.1,34.9,29.2,69.5,19.7,18.1,17.6,14.1,31.7,92.7,38.6,38,8.4,7.7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.40%,99.30%,99.40%,Lowest Subgroup Rate: Black,93.30%,96.70%,93.30%,96.70%,37.10%,12.90%,25.00%,25.00%,0.534,0.367,0.669,0.488,0.749,0.521,0.685,0.44,0.637,0.424,0.626,0.41,0.679,0.435,0.628,0.412,0.619,0.415,0.597,0.42,NA,NA,,,NA,K-12,7,NA,De Pere,Public school district,N,N
2017-18,1407,  NA,Cooperative Ed Serv Agcy 07,Denmark,81.4,Exceeds Expectations,K4,12,NA,"1,566",0.30%,1.00%,0.40%,3.90%,0.00%,92.20%,2.20%,15.50%,17.80%,2.00%,0.10%,2.20%,75.4,37.1,38.3,67.9,31.1,36.8,87.9,20.8,17.1,NA,50,50,90.9,38.3,38.4,6.9,7.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,50,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.70%,99.10%,98.70%,99.10%,Lowest Subgroup Rate: EL,91.30%,96.70%,91.30%,96.70%,36.50%,13.50%,25.00%,25.00%,0.358,0.367,0.607,0.488,0.552,0.521,0.56,0.44,0.543,0.424,0.571,0.41,0.549,0.435,0.566,0.412,0.481,0.415,0.542,0.42,NA,NA,,,NA,K-12,7,Rural,Denmark,Public school district,N,N
2017-18,1631,  NA,Cooperative Ed Serv Agcy 07,Elkhart Lake-Glenbeulah,82,Exceeds Expectations,K4,12,NA,424,0.00%,0.70%,0.50%,5.40%,0.00%,89.90%,3.50%,13.70%,23.80%,3.30%,0.00%,0.90%,81.4,41,40.4,77.5,39.7,37.8,74.6,37.6,37,NA,NA,NA,93.2,39.6,37.8,8.1,7.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.50%,99.70%,99.50%,99.70%,Lowest Subgroup Rate: SwD,96.30%,98.50%,96.30%,98.50%,32.50%,17.50%,25.00%,25.00%,0.474,0.367,0.57,0.488,0.672,0.521,0.562,0.44,0.573,0.424,0.568,0.41,0.628,0.435,0.594,0.412,0.579,0.415,0.611,0.42,NA,NA,,,NA,K-12,7,Rural,Elkhart Lake,Public school district,N,N
2017-18,2114,  NA,Cooperative Ed Serv Agcy 07,Gibraltar Area,82.9,Exceeds Expectations,PK,12,NA,541,0.40%,1.10%,0.40%,11.50%,0.00%,84.30%,2.40%,9.20%,29.00%,8.90%,0.00%,5.60%,81.4,42.6,38.8,64.2,34,30.2,95.2,46.8,48.4,NA,NA,NA,88.2,36.3,37.4,8.4,6.1,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.70%,100%,99.70%,Lowest Subgroup Rate: Hispanic,100%,100%,100%,100%,29.00%,21.00%,25.00%,25.00%,0.46,0.367,0.619,0.488,0.675,0.521,0.543,0.44,0.622,0.424,0.571,0.41,0.677,0.435,0.623,0.412,0.594,0.415,0.53,0.42,NA,NA,,,NA,K-12,7,Rural,Fish Creek,Public school district,N,N
2017-18,2289,  NA,Cooperative Ed Serv Agcy 07,Green Bay Area Public,63,Meets Expectations,K4,12,NA,"20,663",3.70%,7.00%,9.70%,27.90%,0.10%,45.70%,5.90%,14.90%,56.40%,22.40%,3.20%,4.90%,48.8,25.3,23.5,54.6,28.2,26.4,66,17.8,17.3,15.2,15.7,30.9,79.3,33.6,36.3,5.3,4.1,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98%,98.40%,98%,98.50%,Lowest Subgroup Rate: SwD,94.50%,95.90%,94.80%,96%,10.70%,39.30%,25.00%,25.00%,0.268,0.367,0.367,0.488,0.404,0.521,0.325,0.44,0.318,0.424,0.292,0.41,0.31,0.435,0.288,0.412,0.295,0.415,0.284,0.42,NA,NA,,,NA,K-12,7,NA,Green Bay,Public school district,N,N
