School Year,District Code,School Code,Cooperative Educational Service Agency,District Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the District,Highest Grade in the District,School Type,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent Limited English Proficient,Percent Within District Mobility,Percent Between District Mobility,District Student Achievement Score,District ELA Achievement Score,District Mathematics Achievement Score,District Student Growth Score,District ELA Growth Score,District Mathematics Growth Score,District Closing Gaps Score,District ELA Gap Score,District Mathematics Gap Score,District 4 Year Graduation Gap Score,District 6 Year Graduation Gap Score,District Graduation Gap Score,District On-Track and Postsecondary Readiness Score,District Graduation Rate Score,District Attendance Rate Score,District Third-Grade ELA Achievement Score,District Eighth-Grade Mathematics Achievement Score,District Student Achievement Max Score,District ELA Achievement Max Score,District Mathematics Achievement Max Score,District Student Growth Max Score,District ELA Growth Max Score,District Mathematics Growth Max Score,District Closing Gaps Max Score,District ELA Achievement Gap Max Score,District Mathematics Achievement Gap Max Score,District Graduation Gap Max Score,District On-Track and Postsecondary Readiness Max Score,District Graduation Rate Max Score,District Attendance Rate Max Score,District Third-Grade ELA Achievement Max Score,District Eighth-Grade Mathematics Achievement Max Score,State Student Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State Student Growth Score,State ELA Growth Score,State Mathematics Growth Score,State Closing Gaps Score,State ELA Achievement Gaps Score,State Mathematics Achievement Gaps Score,State Graduation Gaps Score,State On-Track and Postsecondary Readiness Score,State Graduation Rate Score,State Attendance Rate Score,State Third-Grade ELA Achievement Score,State Eighth-Grade Mathematics Achievement Score,State Student Achievement Max Score,State ELA Achievement Max Score,State Mathematics Achievement Max Score,State Student Growth Max Score,State ELA Growth Max Score,State Mathematics Growth Max Score,State Closing Gaps Max Score,State ELA Achievement Gaps Max Score,State Mathematics Achievement Gaps Max Score,State 4 Year Graduation Gaps Max Score,State 6 Year Graduation Gaps Max Score,State Graduation Gaps Max Score,State On-Track and Postsecondary Readiness Max Score,State Graduation Rate Max Score,State Attendance Rate Max Score,State Third-Grade ELA Achievement Max Score,State Eighth-Grade Mathematics Achievement Max Score,Student Engagement Indicators Deduction,Absenteeism Rate Deduction,Dropout Rate Deduction,Test Partcipation ELA 2019 All Students,Test Partcipation ELA MULTI-YEAR All Students,Test Partcipation Mathematics 2019 All Students,Test Partcipation Mathematics MULTI-YEAR All Students,Subgroup with lowest test participation rate 2019,Test Partcipation ELA 2019 lowest rate subgroup,Test Partcipation ELA MULTI-YEAR lowest rate subgroup,Test Partcipation Mathematics 2019 lowest rate subgroup,Test Partcipation Mathematics MULTI-YEAR lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Closing Gaps Priority Area,Score weighting Ontrack Priority Area,District Percent Proficient ELA 2015,State Percent Proficient ELA 2015,District Percent Proficient Mathematics 2015,State Percent Proficient Mathematics 2015,District Percent Proficient ELA 2016,State Percent Proficient ELA 2016,District Percent Proficient Mathematics 2016,State Percent Proficient Mathematics 2016,District Percent Proficient ELA 2017,State Percent Proficient ELA 2017,District Percent Proficient Mathematics 2017,State Percent Proficient Mathematics 2017,District Percent Proficient ELA 2018,State Percent Proficient ELA 2018,District Percent Proficient Mathematics 2018,State Percent Proficient Mathematics 2018,District Percent Proficient ELA 2019,State Percent Proficient ELA 2019,District Percent Proficient Mathematics 2019,State Percent Proficient Mathematics 2019,Notes,Notes,Change Outlier Note,Accountability Resource Link,Open enrollment note,No Score Note,Grade Band for Comparison,CESA,Locale description,City,Agency type,Charter school indicator,Virtual school indicator
2018-19,3367,  NA,Cooperative Ed Serv Agcy 06,Mayville,69.3,Meets Expectations,K4,12,NA,"1,100",0.30%,0.90%,0.60%,6.60%,0.00%,88.30%,3.30%,11.60%,34.80%,3.00%,0.00%,2.40%,62,31.9,30.1,63.2,31.1,32.1,65.2,34.4,30.8,NA,NA,NA,86.7,38.3,37.5,6.2,4.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.50%,98.10%,98.50%,98.10%,Lowest Subgroup Rate: SwD,94.10%,95.70%,94.10%,95.70%,25.10%,24.90%,25.00%,25.00%,0.471,0.502,0.428,0.424,0.415,0.425,0.361,0.405,0.414,0.434,0.358,0.405,0.383,0.423,0.372,0.418,0.416,0.406,0.418,0.41,NA,NA,,NA,,,K-12,6,NA,Mayville,Public school district,N,N
2018-19,3430,  NA,Cooperative Ed Serv Agcy 06,Menasha Joint,71.2,Meets Expectations,K4,12,NA,"3,432",0.40%,4.50%,4.80%,21.10%,0.00%,62.30%,6.80%,16.40%,58.50%,14.30%,0.50%,5.20%,59,28.3,30.7,65.1,29.2,35.9,71.9,19.2,19.9,16.3,16.5,32.8,84.9,37.4,36.7,5.5,5.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.90%,98.80%,98.70%,98.70%,Lowest Subgroup Rate: Black,96.40%,96.60%,97.30%,96.60%,9.30%,40.70%,25.00%,25.00%,0.381,0.502,0.353,0.424,0.349,0.425,0.377,0.405,0.377,0.434,0.4,0.405,0.334,0.423,0.406,0.418,0.318,0.406,0.412,0.41,NA,NA,,NA,,,K-12,6,NA,Menasha,Public school district,N,N
2018-19,3892,  NA,Cooperative Ed Serv Agcy 06,Neenah Joint,72.9,Meets Expectations,K4,12,NA,"6,714",0.40%,2.90%,2.30%,7.00%,0.00%,84.50%,3.00%,14.00%,31.00%,2.40%,0.20%,2.70%,73.7,37.5,36.2,65.1,33,32.1,64.4,18.8,18.1,14.6,12.9,27.5,87.3,36.2,37,7.3,6.8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.60%,98.20%,98.60%,98.20%,Lowest Subgroup Rate: Black,96.80%,96.70%,97.90%,97.00%,27.70%,22.30%,25.00%,25.00%,0.589,0.502,0.526,0.424,0.538,0.425,0.516,0.405,0.54,0.434,0.504,0.405,0.539,0.423,0.52,0.418,0.513,0.406,0.51,0.41,NA,NA,,NA,,,K-12,6,NA,Neenah,Public school district,N,N
2018-19,3955,  NA,Cooperative Ed Serv Agcy 06,New London,78.6,Exceeds Expectations,K4,12,NA,"2,284",0.20%,1.20%,1.20%,8.30%,0.00%,87.00%,2.10%,16.10%,37.50%,4.60%,0.30%,3.80%,71.4,34.4,37,66,29.2,36.8,86.8,20.5,21.3,20,25,45,90.5,38.4,36.8,7.7,7.6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.40%,98.80%,98.40%,98.70%,Lowest Subgroup Rate: Two or More,96.60%,96.50%,96.60%,96.50%,23.30%,26.70%,25.00%,25.00%,0.477,0.502,0.459,0.424,0.392,0.425,0.444,0.405,0.487,0.434,0.515,0.405,0.475,0.423,0.543,0.418,0.429,0.406,0.523,0.41,NA,NA,,NA,,,K-12,6,NA,New London,Public school district,N,N
2018-19,3983,  NA,Cooperative Ed Serv Agcy 06,North Fond du Lac,74.5,Exceeds Expectations,K4,12,NA,"1,446",0.60%,1.90%,2.60%,17.80%,0.00%,75.20%,1.90%,17.70%,52.80%,10.70%,0.00%,3.00%,46.9,25.9,21,69.8,38.7,31.1,86.8,19.7,17.1,25,25,50,83.8,37.7,37.5,4.7,3.9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.50%,98.30%,98.50%,98.20%,Lowest Subgroup Rate: Two or More,91.70%,94.10%,91.70%,94.10%,13.10%,36.90%,25.00%,25.00%,0.323,0.502,0.25,0.424,0.262,0.425,0.23,0.405,0.29,0.434,0.231,0.405,0.284,0.423,0.227,0.418,0.299,0.406,0.229,0.41,NA,NA,,NA,,,K-12,6,NA,North Fond du Lac,Public school district,N,N
2018-19,4025,  NA,Cooperative Ed Serv Agcy 06,Oakfield,80.4,Exceeds Expectations,K4,12,NA,548,0.40%,0.70%,1.50%,4.90%,0.00%,89.20%,3.30%,11.10%,24.30%,1.30%,0.00%,2.60%,79.2,40.6,38.6,68.9,34.9,34,77.4,39.8,37.6,NA,NA,NA,93.2,40,38.6,7.7,6.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.20%,99.30%,99.20%,99.30%,Lowest Subgroup Rate: SwD,94.70%,96.90%,94.70%,96.90%,32.10%,17.90%,25.00%,25.00%,0.566,0.502,0.538,0.424,0.556,0.425,0.518,0.405,0.559,0.434,0.559,0.405,0.591,0.423,0.585,0.418,0.55,0.406,0.57,0.41,NA,NA,,NA,,,K-12,6,Rural,Oakfield,Public school district,N,N
2018-19,4088,  NA,Cooperative Ed Serv Agcy 06,Omro,64.1,Meets Expectations,K4,12,NA,"1,154",0.10%,0.60%,1.30%,4.70%,0.00%,91.40%,1.90%,13.00%,32.70%,2.80%,0.00%,3.40%,58.3,31.4,26.9,53.7,27.3,26.4,59.3,20.8,16.6,21.9,NA,21.9,85,36,37.6,6.4,5,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.70%,99.60%,99.70%,99.60%,Lowest Subgroup Rate: SwD,98.80%,99.20%,98.80%,99.20%,26.50%,23.50%,25.00%,25.00%,0.47,0.502,0.373,0.424,0.445,0.425,0.339,0.405,0.449,0.434,0.338,0.405,0.424,0.423,0.346,0.418,0.353,0.406,0.291,0.41,NA,NA,,NA,,,K-12,6,Rural,Omro,Public school district,N,N
2018-19,4179,  NA,Cooperative Ed Serv Agcy 06,Oshkosh Area,72.4,Meets Expectations,K4,12,NA,"9,911",0.50%,7.10%,5.60%,5.50%,0.00%,76.50%,4.70%,15.50%,42.20%,5.60%,1.00%,5.00%,62.1,30.4,31.7,71.8,34,37.8,68.6,18,16.4,15.2,19,34.2,85.2,36.8,37.1,5.7,5.6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.00%,99.00%,99.00%,Lowest Subgroup Rate: Amer Indian,97.20%,97.90%,97.20%,97.90%,20.20%,29.80%,25.00%,25.00%,0.487,0.502,0.465,0.424,0.37,0.425,0.419,0.405,0.407,0.434,0.429,0.405,0.398,0.423,0.441,0.418,0.381,0.406,0.421,0.41,NA,NA,,NA,,,K-12,6,NA,Oshkosh,Public school district,N,N
2018-19,4872,  NA,Cooperative Ed Serv Agcy 06,Ripon Area,78.5,Exceeds Expectations,K4,12,NA,"1,600",0.10%,0.70%,0.30%,9.10%,0.20%,86.30%,3.30%,12.90%,34.90%,4.60%,0.10%,3.10%,75.6,38.3,37.3,67,32.1,34.9,80.2,19.9,22.5,12.8,25,37.8,91.3,37.6,37.9,8.8,7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.60%,98.40%,98.60%,98.30%,Lowest Subgroup Rate: SwD,94.70%,94.90%,94.70%,94.90%,25.10%,24.90%,25.00%,25.00%,0.575,0.502,0.47,0.424,0.523,0.425,0.474,0.405,0.548,0.434,0.507,0.405,0.533,0.423,0.537,0.418,0.551,0.406,0.537,0.41,NA,NA,,NA,,,K-12,6,NA,Ripon,Public school district,N,N
2018-19,4956,  NA,Cooperative Ed Serv Agcy 06,Rosendale-Brandon,76,Exceeds Expectations,K4,12,NA,"1,047",0.30%,0.10%,0.70%,3.80%,0.10%,94.70%,0.40%,9.80%,19.40%,1.20%,0.00%,1.80%,77.9,38.7,39.2,60.3,31.1,29.2,69.2,37,32.2,NA,NA,NA,89.3,37,38.2,7.2,6.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,99.40%,99.50%,99.40%,Lowest Subgroup Rate: Hispanic,100%,100%,96.90%,98.90%,35.40%,14.60%,25.00%,25.00%,0.58,0.502,0.575,0.424,0.538,0.425,0.602,0.405,0.561,0.434,0.594,0.405,0.571,0.423,0.582,0.418,0.511,0.406,0.57,0.41,NA,NA,,NA,,,K-12,6,Rural,Rosendale,Public school district,N,N
2018-19,5348,  NA,Cooperative Ed Serv Agcy 06,Shiocton,71.9,Meets Expectations,K4,12,NA,699,0.10%,0.60%,0.60%,9.40%,0.00%,88.60%,0.70%,14.90%,33.20%,3.70%,0.00%,3.40%,62.8,31.2,31.6,55.5,27.3,28.2,80.6,40.8,39.8,NA,NA,NA,88.3,38.1,37.7,6.3,6.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.60%,100%,99.70%,Lowest Subgroup Rate: Hispanic,100%,98.40%,100%,100%,26.20%,23.80%,25.00%,25.00%,0.478,0.502,0.442,0.424,0.42,0.425,0.414,0.405,0.434,0.434,0.445,0.405,0.409,0.423,0.462,0.418,0.382,0.406,0.418,0.41,NA,NA,,NA,,,K-12,6,Rural,Shiocton,Public school district,N,N
2018-19,5390,  NA,Cooperative Ed Serv Agcy 06,Slinger,85.8,Significantly Exceeds Expectations,K4,12,NA,"3,368",0.50%,1.00%,0.80%,4.60%,0.00%,91.10%,2.00%,9.40%,14.10%,1.00%,0.10%,1.40%,86.6,42.5,44.1,67.9,33,34.9,83.5,16.9,16.6,25,25,50,94.6,39.4,38.2,8.5,8.5,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.20%,99.10%,99.20%,99.00%,Lowest Subgroup Rate: SwD,97.10%,96.60%,97.10%,96.50%,38.90%,11.10%,25.00%,25.00%,0.709,0.502,0.631,0.424,0.632,0.425,0.663,0.405,0.653,0.434,0.675,0.405,0.63,0.423,0.682,0.418,0.614,0.406,0.644,0.41,NA,NA,,NA,,,K-12,6,NA,Slinger,Public school district,N,N
2018-19,6216,  NA,Cooperative Ed Serv Agcy 06,Waupun,68.7,Meets Expectations,K4,12,NA,"1,947",0.20%,0.20%,1.10%,8.00%,0.10%,87.80%,2.70%,13.80%,38.60%,1.90%,0.30%,4.50%,61.9,31.5,30.4,53.6,25.4,28.2,72.5,18.9,16.6,12,25,37,87.4,38.2,37.1,6.8,5.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.10%,99.40%,99.20%,Lowest Subgroup Rate: Two or More,96.60%,97.60%,93.10%,96.50%,22.60%,27.40%,25.00%,25.00%,0.49,0.502,0.446,0.424,0.423,0.425,0.414,0.405,0.439,0.434,0.416,0.405,0.409,0.423,0.402,0.418,0.375,0.406,0.374,0.41,NA,NA,,NA,,,K-12,6,NA,Waupun,Public school district,N,N
2018-19,6307,  NA,Cooperative Ed Serv Agcy 06,West Bend,72.3,Meets Expectations,K4,12,NA,"6,582",0.50%,1.50%,2.40%,6.80%,0.00%,85.50%,3.40%,15.50%,30.40%,2.00%,0.10%,3.50%,71.1,34.6,36.5,61.3,27.3,34,67.4,18.1,20,13.6,15.7,29.3,88.3,37.1,36.9,7.7,6.6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.00%,96.80%,98.00%,96.80%,Lowest Subgroup Rate: SwD,95.40%,93.60%,95.60%,93.70%,28.10%,21.90%,25.00%,25.00%,0.558,0.502,0.471,0.424,0.476,0.425,0.468,0.405,0.471,0.434,0.511,0.405,0.48,0.423,0.528,0.418,0.468,0.406,0.517,0.41,NA,NA,,NA,,,K-12,6,NA,West Bend,Public school district,N,N
2018-19,6384,  NA,Cooperative Ed Serv Agcy 06,Weyauwega-Fremont,73.2,Exceeds Expectations,K4,12,NA,857,0.00%,0.00%,0.60%,9.50%,0.50%,88.30%,1.20%,11.80%,35.60%,3.30%,0.00%,2.50%,69.8,35.8,34,67,34.9,32.1,65.9,19.4,20.6,25.9,NA,25.9,90.2,37.8,37.8,7.6,7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.80%,99.60%,99.80%,99.60%,Lowest Subgroup Rate: Econ Disadv,99.50%,99.30%,99.50%,99.10%,24.60%,25.40%,25.00%,25.00%,0.51,0.502,0.393,0.424,0.468,0.425,0.405,0.405,0.476,0.434,0.418,0.405,0.512,0.423,0.48,0.418,0.467,0.406,0.463,0.41,NA,NA,,NA,,,K-12,6,Rural,Weyauwega,Public school district,N,N
2018-19,6608,  NA,Cooperative Ed Serv Agcy 06,Winneconne Community,87,Significantly Exceeds Expectations,K4,12,NA,"1,682",0.20%,0.50%,0.80%,2.40%,0.00%,93.60%,2.40%,8.70%,20.00%,0.10%,0.00%,2.10%,87.1,45.2,41.9,75.5,36.8,38.7,87,41.2,45.8,NA,NA,NA,93.8,38.6,38,8.4,8.8,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.00%,99.30%,99.00%,99.30%,Lowest Subgroup Rate: SwD,96.20%,96.80%,96.20%,96.80%,35.00%,15.00%,25.00%,25.00%,0.657,0.502,0.497,0.424,0.634,0.425,0.526,0.405,0.726,0.434,0.605,0.405,0.677,0.423,0.6,0.418,0.65,0.406,0.638,0.41,NA,NA,,NA,,,K-12,6,NA,Winneconne,Public school district,N,N
2018-19,70,  NA,Cooperative Ed Serv Agcy 07,Algoma,65.9,Meets Expectations,K4,12,NA,706,0.40%,0.40%,1.40%,6.10%,0.10%,89.50%,2.00%,17.00%,45.30%,1.80%,0.00%,2.30%,63.3,30.8,32.5,57.5,27.3,30.2,59.6,17.5,16,26.1,NA,26.1,84.8,34.5,37.8,5.6,6.9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,99.60%,99.60%,99.60%,Lowest Subgroup Rate: SwD,98.60%,99.00%,98.60%,99.00%,18.10%,31.90%,25.00%,25.00%,0.562,0.502,0.541,0.424,0.48,0.425,0.465,0.405,0.429,0.434,0.511,0.405,0.413,0.423,0.481,0.418,0.315,0.406,0.384,0.41,NA,NA,,NA,,,K-12,7,NA,Algoma,Public school district,N,N
2018-19,182,  NA,Cooperative Ed Serv Agcy 07,Ashwaubenon,77,Exceeds Expectations,K4,12,NA,"3,313",2.50%,3.10%,3.30%,6.80%,0.10%,76.40%,7.80%,12.20%,34.90%,2.10%,0.00%,3.10%,69,34.2,34.8,77.4,36.8,40.6,73.4,21,18.6,13.2,20.6,33.8,88.4,38.2,37.5,6.7,6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.30%,99.20%,99.30%,Lowest Subgroup Rate: Black,97.40%,99.00%,97.40%,99.00%,25.10%,24.90%,25.00%,25.00%,0.526,0.502,0.497,0.424,0.449,0.425,0.46,0.405,0.445,0.434,0.465,0.405,0.462,0.423,0.483,0.418,0.464,0.406,0.474,0.41,NA,NA,,NA,,,K-12,7,NA,Green Bay,Public school district,N,N
2018-19,658,  NA,Cooperative Ed Serv Agcy 07,Brillion,81.4,Exceeds Expectations,K4,12,NA,978,0.40%,0.60%,0.30%,9.00%,0.00%,88.20%,1.40%,12.50%,31.70%,4.00%,0.00%,1.30%,76.2,36.6,39.6,66.9,28.2,38.7,89.3,19.6,19.7,50,NA,50,92.5,38.7,38.1,6.7,9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.50%,99.30%,99.50%,99.30%,Lowest Subgroup Rate: SwD,97.50%,97.40%,97.50%,97.40%,27.20%,22.80%,25.00%,25.00%,0.564,0.502,0.517,0.424,0.498,0.425,0.529,0.405,0.508,0.434,0.547,0.405,0.531,0.423,0.603,0.418,0.501,0.406,0.591,0.41,NA,NA,,NA,,,K-12,7,NA,Brillion,Public school district,N,N
2018-19,1029,  NA,Cooperative Ed Serv Agcy 07,Cedar Grove-Belgium Area,77.6,Exceeds Expectations,K4,12,NA,986,0.20%,1.60%,1.50%,8.80%,0.10%,86.80%,0.90%,10.80%,15.90%,2.80%,0.10%,3.10%,75.3,38.9,36.4,68.9,34,34.9,72.2,36.2,36,NA,NA,NA,90.7,38.1,38,7,7.6,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.50%,99.40%,99.50%,Lowest Subgroup Rate: SwD,96.60%,96.70%,96.60%,96.70%,37.70%,12.30%,25.00%,25.00%,0.657,0.502,0.54,0.424,0.597,0.425,0.535,0.405,0.582,0.434,0.488,0.405,0.565,0.423,0.515,0.418,0.528,0.406,0.526,0.41,NA,NA,,NA,,,K-12,7,Rural,Cedar Grove,Public school district,N,N
2018-19,1085,  NA,Cooperative Ed Serv Agcy 07,Chilton,70.4,Meets Expectations,K4,12,NA,"1,114",0.30%,0.20%,1.00%,13.60%,0.30%,83.40%,1.30%,15.00%,35.20%,9.60%,0.00%,2.00%,65.4,32,33.4,55.6,25.4,30.2,72.1,17.4,18.1,11.6,25,36.6,88.7,37.2,38.2,6.8,6.5,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.70%,99.50%,99.90%,99.50%,Lowest Subgroup Rate: Hispanic,98.00%,98.90%,99.00%,98.90%,24.90%,25.10%,25.00%,25.00%,0.509,0.502,0.474,0.424,0.436,0.425,0.445,0.405,0.439,0.434,0.435,0.405,0.441,0.423,0.472,0.418,0.368,0.406,0.469,0.41,NA,NA,,NA,,,K-12,7,Rural,Chilton,Public school district,N,N
2018-19,1414,  NA,Cooperative Ed Serv Agcy 07,De Pere,82,Exceeds Expectations,K4,12,NA,"4,518",0.60%,2.30%,1.40%,4.70%,0.10%,86.50%,4.50%,11.90%,20.30%,1.80%,0.00%,2.20%,84,43.2,40.8,71.8,39.7,32.1,74.8,19.9,18.9,14.9,21.1,36,92.5,38.4,38.2,8.3,7.6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.30%,99.40%,99.30%,Lowest Subgroup Rate: Black,94.60%,95.30%,94.60%,95.30%,34.80%,15.20%,25.00%,25.00%,0.73,0.502,0.634,0.424,0.636,0.425,0.605,0.405,0.662,0.434,0.613,0.405,0.62,0.423,0.6,0.418,0.641,0.406,0.601,0.41,NA,NA,,NA,,,K-12,7,NA,De Pere,Public school district,N,N
2018-19,1407,  NA,Cooperative Ed Serv Agcy 07,Denmark,76.4,Exceeds Expectations,K4,12,NA,"1,560",0.30%,1.00%,0.40%,3.70%,0.00%,92.40%,2.30%,15.30%,20.70%,2.20%,0.30%,1.70%,71.8,35.5,36.3,65.1,32.1,33,73.9,38.1,35.8,NA,NA,NA,92.3,39.5,38.1,6.8,7.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.90%,98.90%,98.90%,98.90%,Lowest Subgroup Rate: SwD,93.00%,93.80%,93.00%,93.80%,34.50%,15.50%,25.00%,25.00%,0.53,0.502,0.53,0.424,0.513,0.425,0.535,0.405,0.524,0.434,0.52,0.405,0.478,0.423,0.519,0.418,0.458,0.406,0.505,0.41,NA,NA,,NA,,,K-12,7,Rural,Denmark,Public school district,N,N
